,Название фильма,Дата начала показа фильма,Аннотация,Вид Фильма,Категория,Цвет,"Продолжительность демонстрации, часы","Продолжительность демонстрации, минуты",Формат носителя,Студия-производитель,Страна производства,Год производства,Режиссер,Художник,Сценарист,Оператор,Композитор,Продюсер,Возрастная категория
124336,Париж подождет,2017-05-10,"В ролях: Дайан Лэйн, Алек Болдуин. Увлекательное путешествие.",,Кино,Цветной,1,93.0,Другой,"Эй И Студиоз, Американ Зоэтроп, Корнер Пис Кэпитал, Лайфтайм Филмз",США,2017,Элинор Коппола,Анна Зейбель,Элинор Коппола,Кристель Форнье,Лаура Карпман,"Майкл Закин, Элинор Коппола, Фред Роос",16+
124358,Видели ночь,2017-03-29,"В ролях: Дж.К.Симмонс, Эмиль Хирш. Комедия.",,Кино,Цветной,1,86.0,Другой,"Грин Хаммингбид Интертейнмент, Раптор Филмз, Спринг Пикчерз, Винг энд э Пауэр Пикчерз ",США,2017,Гэвин Вьесен,Ханна Элперт,Сет В.Оуэн,Симус Тирни,Алек Пуро,"П.Дженнифер Дэна, Джош Крук, Ади Эзрони ",18+
124363,Последствия (2017),2017-04-03,"В ролях: Арнольд Шварцнеггер, Мэгги Грэйс. После авиакатастрофы.",,Кино,Цветной,1,94.0,Другой,"Эмметт/Фурла/Оазиз Филмз, Хэт анд Кэт Продакшнз, Оак Продакшнз, Пасифик Вэйв Менеджмент, Протозоа Пикчерз, Юнион Эдиториаль",США,2017,Эллиот Лестер,Акин МакКензи,Хавьер Гульон,Питер Вермеер,Марк Д.Тодд,"Даррен Аронофски, Питер Дилберт, Рэндолл Эмметт",18+
124364,Королева Испании,2017-03-31,"В ролях: Пенелопа Крус, Кэри Элвис. Фильм о кино.",,Кино,Цветной,2,128.0,Другой,"Атресмедиа Сайн, Фернандо Труэба Продюксьонес Синематографикас",Испания,2017,Фернандо Труэба,Хуан Педро Де Гаспар,"Мануэль Анхель Эгея, Рафаэль Аскона, Фернандо Труэба",Хосе Луис Алькайне,Збигнев Прейснер,"Мерседес Гамеро, Пенелопа Крус, Микель Лехарса",16+
124365,Доспехи бога: В поисках сокровищ,2017-03-20,"В ролях: Джеки Чан, Аариф Ли. Поиск сокровищ на Тибете.",,Кино,Цветной,1,108.0,Другой,"Спаркл Ролл Медиа, Тай Интертейнмент, Шайнворк Пикчерз",Индия - КНР,2017,Стэнли Тун,Инг-ван Чун,Стэнли Тун,Хорас Вон,Нэйтан Ван,"Ван Вэй, Барби Тун, Ци Цзяньхун, Джонатан Шэнь",12+
124366,Жена смотрителя зоопарка,2017-04-05,"Драма. Подвиг смотрителей Варшавского зоопарка в дни Второй мировой войны. В ролях: Джессика Честе, Йохан Хелденберг",,Кино,Цветной,2,124.0,Другой,"Сион Филмз, Чеш Энгло Продакшнз, ЛД Интертейнмент, Роу/Миллер Продакшнз",Чехия-Великобритания-США,2017,Ники Каро,Сьюзи Дэйвис,"Анджела Уоркмэн, Дайан Акерман",Андрий Парекх,Гарри Грегсон-Уильямс,"Джефф Абберли, Дайан Миллер Левин, Джеми Патрикоф",16+
124434,Стражи Галактики. Часть 2,2017-04-27,"В ролях: Крис Пратт, Зои Салдана. Новое путешествие в космосе. ",,Кино,Цветной,2,136.0,Другой,"Марвел Студиос, Уолт Дисней Пикчерз",США,2017,Джеймс Ганн,Скотт Чэмблисс,Джеймс Ганн,Хэнри Брэм,Тайлер Бэйтс,Кевин Фейги,16+
124485,Время псов,2017-05-30,"В ролях: Сэм Уортингтон, Одейя Раш. Помощь убийцы.",,Кино,Цветной,1,90.0,Другой,"Аполло Медиа, Эйч Пи Йоркшир, Мэйпл Лиф Филмз, Скрин Йоркшир, Вэндэл Интертейнмент",Германия,2017,Джонатан Мостоу,Томас Вот,Пол Лейден,Хосе Давид Монтеро,Федерико Хусид,"Джеймс Костас, Тоув Кристенсен, Пол Лейден",18+
124486,Спасатели Малибу,2017-06-01,"В ролях: Дуэйн Джонсон, Зак Эфрон. Комедия.",,Кино,Цветной,1,117.0,Другой,"Парамаунт Пикчерз, Флинн Пикчер Компани, Фремантл Продакшнз, Монтесито Пикчер Компани, Сэвэн Бакс Продакшн, Скайдэнс Медиа, Инчартед",США,2017,Сет Гордон,Шеперд Франкель,"Майкл Берк, Грегори Д. Бонанн, Марк Свифт, Дуглас Шварц, Дэмиэн Шеннон",Эрик Стилберг,Кристофер Леннерц,"Майкл Берк, Грегори Дж. Бонанн, , Айвен Райтман, Бо Флинн, Дуглас Шварц",18+
124489,Тачки 3                              Лу,2017-06-05,Новые гонки Молнии Маккуина.,Анимационный,Кино,Цветной,1,109.0,Другой,"Пиксар Анимейшн Студиос, Уолт Дисней Пикчерз",США,2017,Брайан Фи,Скотт Морс,Брайан Фи,Джереми Ласки,Рэнди Ньюман,Кевин Рейер,6+
124490,Очень плохие девчонки,2017-06-05,"В ролях: Скарлетт Йоханссон, Деми Мур. Девичник в Майами.",,Кино,Цветной,1,101.0,Другой,"Паулилу Продакшнз, Сони Пикчерз Интертейнмент",США,2017,Лусия Аньелло,Кэрол Силверман,"Лусия Аньелло, Пол В.Донс",Шон Портер,Доминик Льюис,"Лусия Аньелло, Дэйв Беки, Пол В.Донс",18+
124491,Он и она (2017),2017-06-05,"В ролях: Дория Тилье, Николя Бедос. История одной семьи.",,Кино,Цветной,2,120.0,Другой,"Ле Фильм дю Киоск, Франс 2 Синема, Оранж Студио, Ле Пакт, ЮМедиа, Канал +, Франс Телевизьон, Сине +, Синевентюр, Индефильм 4, Кофимаж 27, Софика Манон 6, Синемаж 10, ЮФонд ",Франция - Бельгия,2017,Николя Бедос,Стефани Розенбаум,"Николя Бедос, Дория Тилье",Николя Больдюк,"Николя Бедос, Филипп Келли","Франсуа Краус, Дени Пино-Валенсьенн, Надя Хамлиши",18+
124493,Его собачье дело,2017-05-29,"В ролях: Брюс Уиллис, Джон Гудман. Похищение.",,Кино,Цветной,1,94.0,Другой,Волтаж Пикчерз,США,2017,"Марк Каллен, Робб Каллен",Грег Дж.Гранде,"Марк Каллен, Робб Каллен",Амир М.Мокри,Джефф Кардони,"Марк Каллен, Робб Каллен, Николя Картье",18+
124497,Сказ о Петре и Февронии,2017-06-06,Приключения,Анимационный,Кино,Цветной,1,82.0,Другой,"Фонд поддержки развития общества ""Наши дети""",Россия,2017,Ю.Кулаков,В.Чугуевский,"Ю.Рязанов, Ю.Кулаков, М.Бобровник, О.Тарабанова, Е.Полосухина",,В.Сигал,"Ю.Рязанов, Фонд поддержки развития общества ""Наши дети""",6+
